;Host Since;Host Response Rate;Host Verifications;Neighbourhood Group Cleansed;Longitude;Room Type;Accommodates;Bathrooms;Bedrooms;Amenities;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Availability 30;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Features
9367;2011-06-12;100.0;email,phone,facebook,reviews,jumio,government_id;Centro;-3.7127661239550074;Entire home/apt;4;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Laptop friendly workspace;60.0;96.0;30.0;2;15;17;6;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;2.34;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
12793;2017-03-01;100.0;email,phone;Centro;-3.7078660168324333;Entire home/apt;2;1.0;1.0;Wireless Internet,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Pack ’n Play/travel crib;65.0;;20.0;1;0;8;1;80.0;6.0;8.0;10.0;10.0;10.0;10.0;moderate;1.0;1.0;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
4548;2015-11-17;;email,phone;Centro;-3.700056442847833;Entire home/apt;4;2.0;2.0;Fire extinguisher;350.0;;150.0;1;0;30;0;;;;;;;;flexible;6.0;;Host Has Profile Pic,Is Location Exact,Requires License
5186;2014-06-23;100.0;email,phone,reviews,manual_offline,jumio,work_email;Chamberí;-3.7065045675604864;Entire home/apt;2;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials;79.0;;30.0;1;0;10;25;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;1.33;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Requires License
12573;2014-10-10;98.0;email,phone,facebook,reviews;Latina;-3.7433521554941622;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Smoke detector,Essentials,24-hour check-in;20.0;;10.0;1;7;12;16;81.0;8.0;8.0;8.0;9.0;8.0;8.0;strict;8.0;0.93;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
14556;2014-12-17;100.0;email,phone,google,reviews;Arganzuela;-3.697156023573898;Entire home/apt;5;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo;77.0;;15.0;2;18;0;24;94.0;10.0;9.0;10.0;10.0;9.0;9.0;moderate;3.0;3.0;Host Is Superhost,Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
5432;2015-08-22;100.0;email,phone,facebook,reviews;Salamanca;-3.6712219536477018;Private room;2;1.0;1.0;Internet,Wireless Internet,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Essentials,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;37.0;;;1;0;0;10;92.0;10.0;8.0;9.0;9.0;9.0;9.0;flexible;1.0;1.45;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
12401;2011-08-04;100.0;email,phone,reviews,work_email;Centro;-3.6977591846251623;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;45.0;;20.0;1;0;10;37;91.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;1.0;3.51;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
11798;2017-02-10;100.0;email,phone,reviews;Arganzuela;-3.691604018226487;Entire home/apt;9;2.0;5.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Private entrance;110.0;200.0;50.0;4;15;3;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;1.0;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
14447;2015-02-10;100.0;email,phone,reviews,jumio,government_id;Centro;-3.6948646030265735;Entire home/apt;6;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;84.0;150.0;50.0;1;20;5;51;84.0;9.0;9.0;8.0;8.0;9.0;9.0;strict;48.0;2.19;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
7431;2016-05-24;100.0;email,phone,reviews,jumio,government_id;Centro;-3.7030573671497273;Entire home/apt;5;1.5;3.0;TV,Internet,Wireless Internet,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;110.0;150.0;36.0;1;0;0;10;74.0;7.0;7.0;10.0;9.0;9.0;7.0;flexible;2.0;1.73;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
8903;2016-10-12;94.0;email,phone,reviews;Ciudad Lineal;-3.6529773613326815;Entire home/apt;4;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;45.0;;;2;10;23;0;;;;;;;;strict;7.0;;Host Has Profile Pic,Is Location Exact,Requires License
5290;2015-05-09;100.0;email,phone,reviews,jumio;Ciudad Lineal;-3.652651195858844;Entire home/apt;3;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;80.0;;50.0;2;0;0;32;89.0;9.0;9.0;9.0;10.0;9.0;9.0;strict;2.0;1.39;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
949;2014-10-21;99.0;email,phone,reviews;Centro;-3.697667955786695;Entire home/apt;4;1.0;0.0;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;40.0;90.0;25.0;2;12;14;26;88.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;9.0;3.05;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
14596;2012-07-19;92.0;email,phone,reviews;Tetuán;-3.691324547739135;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Essentials;40.0;400.0;28.0;1;30;0;8;94.0;9.0;10.0;10.0;10.0;9.0;9.0;strict;1.0;0.75;Host Has Profile Pic,Requires License
8708;2015-04-22;100.0;email,phone,facebook,reviews,jumio;Centro;-3.70176428461064;Entire home/apt;4;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;58.0;100.0;;2;15;0;71;95.0;10.0;10.0;10.0;10.0;9.0;9.0;strict;1.0;4.8;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
12770;2012-04-15;100.0;email,phone,facebook,reviews,jumio;Centro;-3.710439242796905;Entire home/apt;4;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo;60.0;;;2;13;0;58;94.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;4.0;2.1;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Require Guest Profile Picture,Require Guest Phone Verification
4292;2014-02-18;100.0;email,phone,reviews,jumio;Centro;-3.7024309232112182;Private room;2;1.5;1.0;Wireless Internet,Breakfast,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;25.0;;13.0;1;25;0;16;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;3.43;Host Has Profile Pic,Host Identity Verified,Requires License
7516;2017-03-22;100.0;email,phone,reviews;Centro;-3.7091651995898554;Entire home/apt;4;1.0;0.0;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;59.0;150.0;24.0;2;15;11;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;2.0;Host Has Profile Pic,Requires License,Instant Bookable
4477;2016-07-11;100.0;email,phone,linkedin,reviews,jumio,government_id;Centro;-3.700855508979029;Entire home/apt;4;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;79.0;150.0;40.0;2;15;2;12;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;1.71;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
14147;2016-04-09;100.0;email,phone,reviews;Salamanca;-3.670419470408805;Entire home/apt;2;1.0;0.0;TV,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hair dryer,Laptop friendly workspace;40.0;;25.0;1;0;11;6;87.0;9.0;9.0;9.0;10.0;9.0;9.0;strict;2.0;1.51;Host Has Profile Pic,Requires License
10105;2015-05-15;100.0;email,phone,reviews;Centro;-3.7064460791841345;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Shampoo;100.0;;;1;0;14;125;94.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;2.0;5.47;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
14328;2014-05-08;100.0;email,phone,reviews,work_email;Centro;-3.711950089182722;Private room;1;2.0;1.0;Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub;20.0;;15.0;1;0;0;0;;;;;;;;strict;97.0;;Host Has Profile Pic,Is Location Exact,Requires License
3667;2016-01-31;100.0;email,phone,facebook,reviews;Ciudad Lineal;-3.6572236423168953;Private room;1;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Washer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;18.0;;;1;0;0;14;94.0;9.0;10.0;9.0;10.0;9.0;9.0;strict;2.0;1.31;Host Has Profile Pic,Requires License
6179;2015-06-02;92.0;email,phone,reviews,jumio;Salamanca;-3.685101330172624;Entire home/apt;2;1.0;1.0;TV,Air conditioning,Kitchen,Smoking allowed,Heating,Suitable for events,Washer,Fire extinguisher,Essentials;60.0;300.0;30.0;1;0;24;2;100.0;10.0;8.0;10.0;10.0;10.0;10.0;moderate;1.0;0.09;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
6524;2013-07-19;100.0;email,phone,reviews,jumio;Centro;-3.697147787286765;Private room;2;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Essentials,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;59.0;;10.0;1;5;23;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.0;0.1;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
6632;2015-04-22;100.0;email,phone,reviews,jumio,government_id;Centro;-3.709038131906695;Private room;2;1.0;1.0;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;35.0;;5.0;1;0;7;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;3.53;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
10904;2015-03-20;100.0;email,phone,reviews,jumio;Centro;-3.6994576958566348;Private room;2;2.0;1.0;Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;29.0;150.0;10.0;1;0;15;73;87.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;5.0;3.07;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
9306;2016-04-27;100.0;email,phone,reviews,jumio,government_id;Arganzuela;-3.698940315813913;Entire home/apt;4;1.0;1.0;TV,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Shampoo;47.0;100.0;25.0;2;15;5;8;83.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;4.0;2.55;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
12261;2013-04-29;100.0;email,phone,reviews;Centro;-3.707412125525477;Entire home/apt;3;1.0;0.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Washer,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;41.0;;10.0;2;10;0;102;89.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;3.0;2.14;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
11757;2009-11-12;100.0;email,phone,reviews,jumio;Centro;-3.7050713732017213;Entire home/apt;6;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;80.0;150.0;50.0;2;30;11;56;95.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;3.0;3.39;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
14477;2017-03-29;;email,phone;Centro;-3.7028819689012735;Entire home/apt;3;1.0;0.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;49.0;100.0;30.0;2;12;19;0;;;;;;;;strict;3.0;;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
4644;2011-05-17;100.0;email,phone,reviews,jumio,work_email;Salamanca;-3.6801708387248127;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;105.0;;100.0;1;0;1;2;80.0;10.0;9.0;10.0;8.0;9.0;8.0;flexible;28.0;0.21;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Require Guest Profile Picture,Require Guest Phone Verification
1440;2013-06-30;100.0;email,phone,google,linkedin,reviews,jumio,government_id,work_email;Centro;-3.70099121529867;Entire home/apt;2;1.0;1.0;Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;54.0;;;1;0;0;16;89.0;9.0;8.0;10.0;9.0;10.0;9.0;flexible;1.0;2.46;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
10788;2016-04-28;100.0;email,phone,reviews;Centro;-3.7041205327955273;Entire home/apt;4;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace;70.0;;;1;0;11;23;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;2.1;Host Is Superhost,Host Has Profile Pic,Requires License,Instant Bookable
1421;2015-05-18;100.0;email,phone,reviews,jumio,government_id;Centro;-3.7079503303749313;Entire home/apt;4;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;50.0;;20.0;1;0;6;34;89.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;7.0;4.68;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
3410;2013-08-28;90.0;email,phone,reviews,jumio,government_id;Centro;-3.6986583018087673;Entire home/apt;3;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;110.0;;20.0;1;0;1;30;96.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;1.0;1.59;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
8315;2015-04-08;;email,phone;Arganzuela;-3.716305033929783;Private room;1;1.0;1.0;Wireless Internet,Kitchen,Washer,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;20.0;90.0;;1;0;0;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Requires License,Instant Bookable
3141;2017-01-07;100.0;email,phone,facebook,reviews,jumio,offline_government_id,government_id;Centro;-3.7063640784088734;Private room;1;1.0;1.0;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Iron,Laptop friendly workspace;18.0;95.0;15.0;1;10;9;0;;;;;;;;flexible;2.0;;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
4000;2012-06-29;100.0;email,phone,reviews,jumio;Latina;-3.740252543934437;Private room;2;1.0;1.0;Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;24.0;;;1;0;20;107;93.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;3.0;2.2;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Require Guest Profile Picture,Require Guest Phone Verification
7551;2012-04-09;100.0;email,phone,reviews,jumio,work_email;Centro;-3.706742959561332;Entire home/apt;2;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_50;44.0;100.0;10.0;2;0;3;40;86.0;9.0;10.0;9.0;10.0;10.0;9.0;strict;2.0;6.12;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
9364;2015-01-31;100.0;email,phone;Retiro;-3.6832629844407565;Entire home/apt;4;1.5;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;130.0;300.0;;2;20;22;0;;;;;;;;moderate;1.0;;Host Has Profile Pic,Requires License
1923;2014-11-05;;email,phone,reviews,jumio;Latina;-3.727676630572007;Entire home/apt;4;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo;63.0;;;2;20;0;4;100.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.0;0.14;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
7908;2013-05-13;100.0;email,phone,reviews,jumio;Centro;-3.711642592862832;Entire home/apt;6;2.0;2.0;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;70.0;150.0;;2;15;4;16;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;7.0;2.94;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Requires License
11507;2014-05-15;100.0;email,phone,reviews,jumio,work_email;Centro;-3.705833198373373;Entire home/apt;2;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials;70.0;200.0;25.0;1;0;7;0;;;;;;;;strict;6.0;;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
3218;2015-01-27;100.0;email,phone,facebook,reviews,jumio;Salamanca;-3.671900907893013;Entire home/apt;2;1.0;;TV,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;49.0;;8.0;1;7;17;12;87.0;10.0;9.0;10.0;10.0;10.0;8.0;moderate;2.0;8.37;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
3043;2016-09-17;100.0;email,phone,google,reviews,jumio,government_id;Centro;-3.6955245296653225;Entire home/apt;5;1.0;2.0;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;80.0;250.0;30.0;2;15;0;16;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;2.45;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
